0.000000,0.000000,0.000000,0.000000,1,1,1,1
0.454545,0.000000,0.545455,0.454545,2.272725,1,2.727275,1
1.727273,0.000000,0.454545,1.727273,8.636365,1,2.272725,1
2.727273,0.000000,0.454545,2.727273,13.636365,1,2.272725,1
3.545455,0.000000,0.454545,3.545455,17.727275,1,2.272725,1
4.636364,0.000000,0.454545,4.636364,23.18182,1,2.272725,1
5.454545,0.000000,0.454545,5.454545,27.272725,1,2.272725,1
6.909091,0.000000,0.454545,6.909091,34.545455,1,2.272725,1
6.909091,0.000000,0.909091,6.909091,34.545455,1,4.545455,1
9.090909,0.000000,0.454545,9.090909,45.454545,1,2.272725,1.4181818
9.636364,0.000000,0.454545,9.636364,48.18182,1,2.272725,1.5272728
11.363636,0.000000,0.454545,11.363636,56.81818,1,2.272725,1.8727272
12.363636,0.000000,0.454545,12.363636,61.81818,1,2.272725,2.0727272
13.272727,0.000000,0.454545,13.272727,66.363635,1,2.272725,2.2545454
14.363636,0.000000,0.454545,14.363636,71.81818,1,2.272725,2.4727272
15.272727,0.000000,0.454545,15.272727,76.363635,1,2.272725,2.6545454
16.909091,0.000000,0.454545,16.909091,84.545455,1,2.272725,2.9818182
16.636364,0.000000,0.454545,16.636364,83.18182,1,2.272725,2.9272728
18.000000,0.000000,0.454545,18.000000,90.0,1,2.272725,3.2
19.636364,0.000000,0.818182,19.636364,98.18182,1,4.09091,3.5272728
21.000000,0.000000,0.545455,21.000000,105.0,1,2.727275,3.8
22.272727,0.000000,0.454545,22.272727,111.363635,1,2.272725,4.0545454
22.818182,0.000000,0.454545,22.818182,114.09091,1,2.272725,4.1636364
22.818182,0.000000,0.454545,22.818182,114.09091,1,2.272725,4.1636364
26.272727,0.000000,0.454545,26.272727,131.363635,1,2.272725,4.8545454
26.363636,0.000000,0.454545,26.363636,131.81818,1,2.272725,4.8727272
27.090909,0.000000,0.454545,27.090909,135.454545,1,2.272725,5.0181818
28.181818,0.000000,0.454545,28.181818,140.90909,1,2.272725,5.2363636
30.090909,0.000000,0.454545,30.090909,150.454545,1,2.272725,5.6181818
