0.000000,0.000000,0.000000,0.000000,1,1,1,1
0.000000,0.000000,0.090909,0.000000,1,1,1,1
0.909091,0.000000,0.454545,0.000000,4.545455,1,2.272725,1
1.818182,0.000000,0.454545,0.000000,9.09091,1,2.272725,1
2.727273,0.000000,0.454545,0.000000,13.636365,1,2.272725,1
4.090909,0.000000,0.909091,0.000000,20.454545,1,4.545455,1
5.454545,0.000000,0.454545,0.000000,27.272725,1,2.272725,1
5.818182,0.000000,0.454545,0.000000,29.09091,1,2.272725,1
7.363636,0.000000,0.454545,0.000000,36.81818,1,2.272725,1
8.545455,0.000000,0.454545,0.000000,42.727275,1,2.272725,1
9.181818,0.000000,0.454545,0.000000,45.90909,1,2.272725,1
10.454545,0.000000,0.454545,0.000000,52.272725,1,2.272725,1
11.363636,0.000000,0.454545,0.000000,56.81818,1,2.272725,1
12.545455,0.000000,0.454545,0.000000,62.727275,1,2.272725,1
13.727273,0.000000,0.454545,0.000000,68.636365,1,2.272725,1
14.909091,0.000000,0.818182,0.000000,74.545455,1,4.09091,1
15.363636,0.000000,0.545455,0.000000,76.81818,1,2.727275,1
17.363636,0.000000,0.454545,0.000000,86.81818,1,2.272725,1
18.181818,0.000000,0.454545,0.000000,90.90909,1,2.272725,1
19.090909,0.000000,0.454545,0.000000,95.454545,1,2.272725,1
18.363636,0.000000,0.454545,0.000000,91.81818,1,2.272725,1
23.000000,0.000000,0.454545,0.000000,115.0,1,2.272725,1
22.636364,0.000000,0.454545,0.000000,113.18182,1,2.272725,1
23.727273,0.000000,0.454545,0.000000,118.636365,1,2.272725,1
24.636364,0.000000,0.454545,0.000000,123.18182,1,2.272725,1
25.909091,0.000000,0.909091,0.000000,129.545455,1,4.545455,1
26.636364,0.000000,0.454545,0.000000,133.18182,1,2.272725,1
28.090909,0.000000,0.454545,0.000000,140.454545,1,2.272725,1
27.727273,0.000000,0.454545,0.000000,138.636365,1,2.272725,1
19.181818,0.000000,0.000000,0.000000,95.90909,1,1,1
0.000000,0.000000,0.000000,0.000000,1,1,1,1
